unix_ts,mains,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,sub13,sub14,sub15,sub16,sub17,sub18,sub19,sub20,sub21,sub22,sub23,sub24
1460012424,,0,1,0,2,0,0,10,123,0,0,170,106,18,18,0,0,5,4,23,2,43,132,0,79
1460012425,,0,1,0,2,0,0,10,122,0,0,170,106,19,18,0,0,5,4,23,2,45,132,0,77
1460012426,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,2,45,132,0,78
1460012427,,0,1,0,2,0,0,10,123,0,0,170,106,19,18,0,0,5,4,23,2,45,133,0,77
1460012428,750,0,1,0,1,0,0,10,124,0,0,169,106,19,18,0,0,5,4,23,2,46,132,0,77
1460012429,,0,1,0,2,0,0,10,123,0,0,169,106,19,18,0,0,5,4,23,2,44,133,0,78
1460012430,,0,1,0,2,0,0,10,123,0,0,171,106,19,18,0,0,5,4,24,2,44,132,0,80
1460012431,,0,1,0,2,0,0,10,123,0,0,170,106,19,18,0,0,5,4,23,2,46,132,0,78
1460012432,,0,1,0,2,0,0,10,122,0,0,172,106,19,18,0,0,5,4,23,2,43,132,0,77
1460012433,,0,1,0,2,0,0,10,123,0,0,169,106,19,18,0,0,5,4,23,2,44,132,0,77
1460012434,,0,1,0,2,0,0,10,123,0,0,169,106,19,19,0,0,5,4,23,2,44,131,0,79
1460012435,,0,1,0,2,0,0,10,123,0,0,171,106,19,18,0,0,5,4,23,2,44,131,0,78
1460012436,,0,1,0,2,0,0,10,123,0,0,170,106,19,18,0,0,5,4,23,2,45,132,0,78
1460012437,,0,1,0,2,0,0,10,123,0,0,170,106,19,19,0,0,5,4,23,2,44,132,0,77
1460012438,,0,1,0,2,0,0,10,123,0,0,173,106,19,18,0,0,5,4,23,2,45,132,0,78
1460012439,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,24,3,44,132,0,80
1460012440,,0,1,0,1,0,0,10,123,0,0,170,106,18,19,0,0,5,4,23,2,44,133,0,78
1460012441,,0,1,0,2,0,0,10,122,0,0,171,106,19,19,0,0,5,4,23,2,44,132,0,79
1460012442,,0,1,0,2,0,0,10,123,0,0,169,106,19,19,0,0,5,4,23,2,45,131,0,78
1460012443,751,0,1,0,2,0,0,10,122,0,0,170,106,19,18,0,0,5,4,24,2,45,131,0,80
1460012444,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,2,44,132,0,79
1460012445,,0,1,0,2,0,0,10,123,0,0,172,106,19,19,0,0,5,4,23,2,45,132,0,78
1460012446,,0,1,0,2,0,0,10,123,0,0,169,106,19,19,0,0,5,4,23,2,45,131,0,78
1460012447,,0,1,0,2,0,0,10,123,0,0,170,106,19,18,0,0,5,4,23,2,44,131,0,79
1460012448,,0,1,0,2,0,0,10,123,0,0,170,106,18,19,0,0,5,4,23,2,44,131,0,78
1460012449,,0,1,0,2,0,0,10,123,0,0,169,106,19,19,0,0,5,4,23,2,44,130,0,79
1460012450,,0,1,0,2,0,0,10,123,0,0,170,106,19,19,0,0,5,4,23,2,44,132,0,78
1460012451,,0,1,0,2,0,0,10,123,0,0,170,106,19,19,0,0,5,4,23,2,45,131,0,79
1460012452,,0,1,0,1,0,0,10,123,0,0,171,106,19,19,0,0,5,4,24,2,43,131,0,77
1460012453,,0,1,0,2,0,0,10,122,0,0,171,106,19,19,0,0,5,4,23,2,45,131,0,79
1460012454,,0,1,0,2,0,0,11,123,0,0,171,106,19,19,0,0,5,4,23,2,45,131,0,77
1460012455,,0,1,0,2,0,0,10,123,0,0,170,106,19,19,0,0,5,4,23,2,45,131,0,78
1460012456,,0,1,0,2,0,0,10,124,0,0,172,106,19,19,0,0,5,4,23,2,45,131,0,79
1460012457,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,2,46,132,0,79
1460012458,750,0,1,0,2,0,0,11,123,0,0,171,106,19,19,0,0,5,4,23,2,43,132,0,78
1460012459,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,3,45,132,0,78
1460012460,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,2,45,131,0,80
1460012461,,0,1,0,2,0,0,10,123,0,0,170,106,19,18,0,0,5,4,23,2,44,131,0,78
1460012462,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,2,45,131,0,79
1460012463,,0,1,0,2,0,0,10,123,0,0,170,107,19,19,0,0,5,4,24,2,43,131,0,78
1460012464,,0,1,0,1,0,0,10,123,0,0,170,106,19,19,0,0,5,4,24,2,45,131,0,79
1460012465,,0,1,0,2,0,0,10,123,0,0,171,106,18,19,0,0,5,4,23,2,45,132,0,78
1460012466,,0,1,0,2,0,0,10,122,0,0,170,106,19,19,0,0,5,4,23,2,45,132,0,77
1460012467,,0,1,0,2,0,0,10,123,0,0,169,106,19,19,0,0,5,4,23,2,44,131,0,78
1460012468,,0,1,0,2,0,0,10,123,0,0,170,106,19,19,0,0,5,4,23,2,46,131,0,79
1460012469,,0,1,0,2,0,0,10,122,0,0,171,106,19,19,0,0,5,4,24,2,43,131,0,78
1460012470,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,2,45,131,0,78
1460012471,,0,1,0,2,0,0,10,122,0,0,170,106,19,18,0,0,5,4,23,2,44,130,0,78
1460012472,,0,1,0,2,0,0,10,122,0,0,171,107,19,18,0,0,5,4,23,2,45,131,0,79
1460012473,749,0,1,0,2,0,0,10,123,0,0,170,106,19,18,0,0,5,4,24,2,44,131,0,78
1460012474,,0,1,0,2,0,0,10,123,0,0,171,106,19,18,0,0,5,4,23,2,45,131,0,78
1460012475,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,2,44,131,0,78
1460012476,,0,1,0,1,0,0,10,123,0,0,171,106,19,18,0,0,5,4,23,2,44,131,0,78
1460012477,,0,1,0,2,0,0,10,123,0,0,171,106,19,19,0,0,5,4,23,2,45,131,0,80
1460012478,,0,1,0,2,0,0,10,123,0,0,170,106,19,18,0,0,5,4,23,2,47,132,0,78
1460012479,,0,1,0,2,0,0,10,123,0,0,170,108,19,19,0,0,5,4,23,2,44,132,0,78
1460012480,,0,1,0,2,0,0,10,123,0,0,169,106,19,18,0,0,5,4,23,2,45,131,0,78
1460012481,,0,1,0,2,0,0,10,122,0,0,170,106,19,19,0,0,5,4,23,2,46,131,0,79
1460012482,,0,1,0,2,0,0,10,122,0,0,171,106,19,19,0,0,5,4,24,2,44,131,0,79
1460012483,,0,1,0,2,0,0,10,122,0,0,170,106,19,18,0,0,5,4,23,2,44,131,0,78
1460012484,,0,1,0,2,0,0,10,122,0,0,170,106,19,19,0,0,5,4,23,2,45,131,0,78
1460012485,,0,1,0,2,0,0,10,122,0,0,171,106,19,18,0,0,5,4,23,2,46,130,0,79
1460012486,,0,1,0,2,0,0,10,122,0,0,170,106,19,19,0,0,5,4,24,2,44,130,0,78
1460012487,,0,1,0,2,0,0,10,123,0,0,171,106,19,18,0,0,5,4,23,2,45,130,0,79
1460012488,748,0,1,0,1,0,0,10,123,0,0,170,106,19,18,0,0,5,4,23,2,44,130,0,79
1460012489,,0,1,0,2,0,0,10,124,0,0,170,106,19,18,0,0,5,4,23,2,44,130,0,77
1460012490,,0,1,0,2,0,0,10,124,0,0,172,106,19,19,0,0,5,4,23,2,44,130,0,78
1460012491,,0,1,0,2,0,0,10,123,0,0,170,106,19,18,0,0,5,4,23,2,45,130,0,78
1460012492,,0,1,0,2,0,0,10,123,0,0,169,106,19,19,0,0,5,4,23,2,44,131,0,78
1460012493,,0,1,0,2,0,0,10,122,0,0,170,106,19,18,0,0,5,4,23,2,44,131,0,78
1460012494,,0,1,0,2,0,0,10,122,0,0,170,106,18,18,0,0,5,4,23,2,45,132,0,80
1460012495,,0,1,0,2,0,0,10,122,0,0,166,107,18,19,0,0,5,4,24,2,45,132,0,78
1460012496,,0,1,0,2,0,0,10,121,0,0,47,106,19,18,0,0,5,4,23,2,45,129,0,77
1460012497,,0,1,0,2,0,0,10,121,0,0,47,106,18,17,0,0,5,3,27,1667,48,129,0,79
1460012498,,0,1,0,2,0,0,10,122,0,0,47,107,19,19,0,0,5,3,23,153,44,131,0,83
1460012499,,0,1,0,2,0,0,10,122,0,0,47,107,19,18,0,0,5,3,23,136,45,132,0,78
1460012500,,0,1,0,1,0,0,10,122,0,0,47,107,19,18,0,0,5,4,23,136,45,132,0,77
1460012501,,0,1,0,2,1,0,10,122,0,0,47,106,19,18,0,0,5,3,23,135,46,131,0,78
1460012502,,0,1,0,2,0,0,10,122,0,0,47,107,19,18,0,0,5,3,23,134,45,131,0,78
1460012503,758,0,1,0,2,0,0,10,122,0,0,47,106,19,19,0,0,5,3,23,135,44,131,0,78
1460012504,,0,1,0,2,0,0,10,121,0,0,47,106,19,18,0,0,5,3,24,134,44,131,0,78
1460012505,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,23,136,46,131,0,78
1460012506,,0,1,0,2,0,0,10,122,0,0,47,107,19,18,0,0,5,3,23,136,45,131,0,78
1460012507,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,24,138,45,131,0,78
1460012508,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,24,138,46,131,0,78
1460012509,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,23,139,45,130,0,78
1460012510,,0,1,0,2,0,0,10,122,0,0,48,106,19,18,0,0,5,3,23,140,45,131,0,80
1460012511,,0,1,0,2,0,0,10,122,0,0,48,106,19,18,0,0,5,3,23,140,45,131,0,80
1460012512,,0,1,0,1,0,0,10,122,0,0,47,106,19,18,0,0,5,3,23,140,44,132,0,77
1460012513,,0,1,0,2,0,0,10,122,0,0,47,106,19,19,0,0,5,3,23,143,46,132,0,78
1460012514,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,23,141,45,132,0,78
1460012515,,0,1,0,2,0,0,10,123,0,0,47,107,19,18,0,0,5,3,23,143,46,132,0,79
1460012516,,0,1,0,2,0,0,10,122,0,0,48,106,19,19,0,0,5,3,23,143,45,131,0,79
1460012517,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,24,143,45,131,0,79
1460012518,767,0,1,0,2,0,0,10,122,0,0,47,107,19,19,0,0,5,3,23,144,44,131,0,79
1460012519,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,23,143,46,132,0,77
1460012520,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,23,143,44,132,0,78
1460012521,,0,1,0,2,0,0,9,122,0,0,47,107,19,18,0,0,5,3,23,143,44,131,0,78
1460012522,,0,1,0,2,0,0,10,122,0,0,47,106,19,18,0,0,5,3,23,142,44,131,0,78
1460012523,,0,1,0,2,0,0,10,122,0,0,47,107,19,19,0,0,5,3,24,142,44,131,0,78
1460012524,,0,1,0,1,0,0,10,122,0,0,46,107,18,18,0,0,5,4,23,143,43,130,0,79
1460012525,,0,1,0,2,0,0,10,122,0,0,46,107,18,19,0,0,5,3,23,143,44,130,0,78
1460012526,,0,1,0,2,0,0,10,122,0,0,46,106,18,19,0,0,5,3,23,143,45,130,0,79
1460012527,,0,1,0,2,0,0,10,122,0,0,46,107,19,18,0,0,5,3,23,143,45,130,0,78
1460012528,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,23,143,43,131,0,79
1460012529,,0,1,0,2,0,0,10,122,0,0,47,107,19,18,0,0,5,3,26,142,46,131,0,78
1460012530,,0,1,0,2,0,0,10,122,0,0,46,107,19,18,0,0,5,3,24,142,44,130,0,78
1460012531,,0,1,0,2,0,0,10,122,0,0,46,107,19,19,0,0,5,3,24,142,44,130,0,78
1460012532,,0,1,0,2,0,0,10,122,0,0,46,107,19,18,0,0,5,3,25,142,44,130,0,79
1460012533,764,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,24,142,46,130,0,78
1460012534,,0,1,0,2,0,0,10,122,0,0,47,106,19,19,0,0,5,3,23,142,45,130,0,77
1460012535,,0,1,0,2,0,0,10,122,0,0,47,107,19,18,0,0,5,3,23,142,45,130,0,68
1460012536,,0,1,0,1,0,0,11,121,0,0,46,106,19,19,0,0,5,3,23,141,44,131,0,68
1460012537,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,23,141,44,130,0,69
1460012538,,0,1,0,2,0,0,9,122,0,0,46,106,19,18,0,0,5,3,23,141,45,130,0,68
1460012539,,0,1,0,2,0,0,10,121,0,0,46,106,19,19,0,0,5,3,23,141,45,130,0,68
1460012540,,0,1,0,2,0,0,10,122,0,0,46,107,19,18,0,0,5,3,23,141,44,131,0,68
1460012541,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,23,141,45,131,0,69
1460012542,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,24,140,45,131,0,68
1460012543,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,23,140,44,130,0,68
1460012544,,0,1,0,2,0,0,9,122,0,0,46,107,19,19,0,0,5,3,23,140,45,130,0,68
1460012545,,0,1,0,2,1,0,10,122,0,0,46,106,19,18,0,0,5,3,23,140,44,130,0,84
1460012546,,0,1,0,2,0,0,9,123,0,0,46,106,19,18,0,0,5,3,24,140,44,130,0,81
1460012547,,0,1,0,2,0,0,10,123,0,0,46,107,19,19,0,0,5,3,23,139,46,131,0,81
1460012548,765,0,1,0,1,0,0,10,124,0,0,46,106,19,19,0,0,5,3,23,138,44,132,0,80
1460012549,,0,1,0,2,0,0,10,123,0,0,46,106,18,18,0,0,5,3,23,138,44,131,0,80
1460012550,,0,1,0,2,0,0,9,123,0,0,46,106,19,18,0,0,5,3,23,137,44,131,0,81
1460012551,,0,1,0,2,0,0,10,122,0,0,46,107,19,18,0,0,5,3,23,135,46,131,0,81
1460012552,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,23,134,45,131,0,81
1460012553,,0,1,0,2,0,0,10,122,0,0,46,106,18,19,0,0,5,3,23,133,44,131,0,81
1460012554,,0,1,0,2,0,0,10,122,0,0,45,107,19,18,0,0,5,3,23,132,46,130,0,80
1460012555,,0,1,0,2,0,0,10,122,0,0,45,106,19,18,0,0,5,3,24,132,45,130,0,81
1460012556,,0,1,0,2,0,0,9,122,0,0,45,106,19,18,0,0,5,3,23,131,44,130,0,80
1460012557,,0,1,0,2,0,0,9,122,0,0,46,107,19,18,0,0,5,3,23,131,46,130,0,80
1460012558,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,23,131,44,130,0,81
1460012559,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,23,130,46,130,0,80
1460012560,,0,1,0,1,0,0,9,121,0,0,46,106,19,18,0,0,5,3,23,130,45,130,0,81
1460012561,,0,1,0,2,0,0,9,121,0,0,46,106,19,19,0,0,5,3,23,129,44,130,0,80
1460012562,,0,1,0,2,0,0,10,121,0,0,46,106,19,18,0,0,5,3,23,129,44,129,0,81
1460012563,751,0,1,0,2,1,0,10,121,0,0,46,106,19,18,0,0,5,3,23,129,44,130,0,79
1460012564,,0,1,0,2,0,0,10,122,0,0,46,106,19,18,0,0,5,3,23,129,44,130,0,81
1460012565,,0,1,0,2,0,0,9,122,0,0,47,106,19,18,0,0,5,3,23,128,45,129,0,81
1460012566,,0,1,0,2,0,0,10,122,0,0,46,106,19,19,0,0,5,3,23,128,44,129,0,80
1460012567,,0,1,0,2,0,0,10,123,0,0,46,106,19,19,0,0,5,3,23,127,45,130,0,80
1460012568,,0,1,0,2,0,0,10,123,0,0,46,107,19,18,0,0,5,3,24,127,44,131,0,81
1460012569,,0,1,0,2,0,0,10,122,0,0,46,106,19,19,0,0,5,3,23,127,44,131,0,79
1460012570,,0,1,0,2,0,0,10,122,0,0,46,106,19,19,0,0,5,4,23,126,44,131,0,80
1460012571,,0,1,0,2,0,0,10,121,0,0,46,107,19,18,0,0,5,3,23,126,45,130,0,81
1460012572,,0,1,0,1,0,0,10,121,0,0,46,106,19,18,0,0,5,3,23,126,46,130,0,79
1460012573,,0,1,0,2,0,0,10,121,0,0,46,107,19,18,0,0,5,4,23,126,45,130,0,79
1460012574,,0,1,0,2,0,0,10,121,0,0,46,107,19,18,0,0,5,3,23,125,45,130,0,79
1460012575,,0,1,0,2,0,0,10,121,0,0,45,107,19,18,0,0,5,3,23,125,45,131,0,81
1460012576,,0,1,0,2,0,0,10,121,0,0,46,107,18,18,0,0,5,3,23,124,45,131,0,78
1460012577,,0,1,0,2,0,0,9,121,0,0,46,106,19,18,0,0,5,3,24,124,44,131,0,79
1460012578,746,0,1,0,2,0,0,9,121,0,0,45,107,19,19,0,0,5,3,23,124,46,131,0,79
1460012579,,0,1,0,2,0,0,10,121,0,0,45,106,19,19,0,0,5,3,23,123,45,131,0,83
1460012580,,0,1,0,2,0,0,10,121,0,0,46,106,19,18,0,0,5,3,23,123,44,130,0,79
1460012581,,0,1,0,2,0,0,10,121,0,0,45,106,19,19,0,0,5,3,23,123,46,130,0,78
1460012582,,0,1,0,2,0,0,10,120,0,0,45,106,19,18,0,0,5,3,23,122,44,130,0,79
1460012583,,0,1,0,2,0,0,10,120,0,0,46,107,19,19,0,0,5,3,24,122,44,130,0,80
1460012584,,0,1,0,1,0,0,9,121,0,0,45,106,19,18,0,0,5,3,23,122,46,129,0,80
1460012585,,0,1,0,2,0,0,9,121,0,0,45,99,19,19,0,0,5,3,23,121,47,130,0,79
1460012586,,0,1,0,2,0,0,9,122,0,0,45,110,19,19,0,0,5,3,23,121,45,131,0,79
1460012587,,0,1,0,2,0,0,9,122,0,0,45,110,19,19,0,0,5,3,23,121,44,131,0,78
1460012588,,0,1,0,2,0,0,10,122,0,0,45,110,18,19,0,0,5,3,23,121,45,130,0,79
1460012589,,0,1,0,2,0,0,10,122,0,0,45,110,19,19,0,0,5,3,24,121,45,130,0,78
1460012590,,0,1,0,2,0,0,9,123,0,0,45,110,19,18,0,0,5,3,23,120,44,130,0,79
1460012591,,0,1,0,2,0,0,9,122,0,0,45,110,19,18,0,0,5,3,23,120,45,130,0,78
1460012592,,0,1,0,2,0,0,9,122,0,0,45,110,19,19,0,0,5,3,23,120,45,131,0,80
1460012593,744,0,1,0,2,0,0,9,121,0,0,45,99,19,18,0,0,5,3,24,120,44,131,0,78
1460012594,,0,1,0,2,0,0,10,121,0,0,45,110,19,19,0,0,5,3,23,119,46,131,0,81
1460012595,,0,1,0,2,0,0,10,121,0,0,45,110,19,18,0,0,5,3,23,119,44,130,0,81
1460012596,,0,1,0,1,0,0,9,121,0,0,45,110,19,18,0,0,5,3,23,119,46,131,0,79
1460012597,,0,1,0,2,0,0,9,121,0,0,45,110,19,18,0,0,5,3,23,118,44,130,0,79
1460012598,,0,1,0,2,0,0,9,122,0,0,45,110,19,18,0,0,5,3,23,118,46,130,0,78
1460012599,,0,1,0,2,0,0,9,122,0,0,45,110,19,19,0,0,5,3,23,118,44,130,0,78
1460012600,,0,1,0,2,0,0,10,122,0,0,45,110,18,19,0,0,5,3,23,119,45,130,0,81
1460012601,,0,1,0,2,0,0,10,122,0,0,46,110,19,18,0,0,5,3,23,118,44,130,0,79
1460012602,,0,1,0,2,0,0,9,121,0,0,45,113,19,18,0,0,5,3,24,118,45,131,0,78
1460012603,,0,1,0,2,0,0,10,121,0,0,45,113,19,19,0,0,5,3,23,118,45,130,0,78
1460012604,,0,1,0,2,0,0,9,121,0,0,45,112,18,18,0,0,5,3,23,118,45,130,0,78
1460012605,,0,1,0,2,0,0,9,121,0,0,45,113,18,18,0,0,5,3,23,118,45,131,0,80
1460012606,,0,1,0,2,0,0,9,121,0,0,46,113,19,18,0,0,5,3,23,117,44,131,0,79
1460012607,,0,1,0,2,0,0,9,121,0,0,46,113,19,18,0,0,5,3,23,117,44,131,0,78
1460012608,744,0,1,0,1,0,0,9,0,0,0,45,113,19,19,0,0,5,4,23,117,46,131,0,79
1460012609,,0,1,0,2,0,0,9,0,0,0,45,113,19,18,0,0,5,4,23,117,45,131,0,79
1460012610,,0,1,0,2,0,0,9,0,0,0,46,113,19,18,0,0,5,3,23,117,45,131,0,78
1460012611,,0,1,0,2,0,0,9,0,0,0,46,99,19,18,0,0,5,4,23,117,46,130,0,79
1460012612,,0,1,0,2,0,0,9,0,0,0,46,99,19,18,0,0,5,3,23,117,45,130,0,82
1460012613,,0,1,0,2,0,0,9,0,0,0,46,100,19,19,0,0,5,3,23,116,45,130,0,79
1460012614,,0,1,0,2,0,0,9,0,0,0,46,100,19,19,0,0,5,4,23,117,44,129,0,78
1460012615,,0,1,0,2,0,0,9,0,0,0,46,99,19,19,0,0,5,3,24,116,44,129,0,77
1460012616,,0,1,0,2,0,0,9,0,0,0,46,100,19,18,0,0,5,3,23,116,44,130,0,78
1460012617,,0,1,0,2,0,0,9,0,0,0,46,100,19,18,0,0,5,4,23,116,46,130,0,78
1460012618,,0,1,0,2,0,0,9,0,0,0,46,100,19,18,0,0,5,3,23,116,45,131,0,83
1460012619,,0,1,0,2,0,0,9,0,0,0,46,100,19,19,0,0,5,4,23,115,46,131,0,77
1460012620,,0,1,0,1,0,0,9,0,0,0,46,99,19,19,0,0,5,4,23,116,46,131,0,78
1460012621,,0,1,0,2,0,0,9,0,0,0,46,99,19,19,0,0,5,4,23,116,45,131,0,78
1460012622,,0,1,0,2,0,0,9,0,0,0,45,100,19,19,0,0,5,3,23,116,45,131,0,80
1460012623,607,0,1,0,2,0,0,9,0,0,0,46,99,19,18,0,0,5,3,23,115,44,129,0,78
1460012624,,0,1,0,2,0,0,9,0,0,0,46,100,19,18,0,0,5,3,24,116,46,129,0,81
1460012625,,0,1,0,2,0,0,9,0,0,0,46,100,19,19,0,0,5,3,23,115,45,129,0,78
1460012626,,0,1,0,2,0,0,10,0,0,0,46,110,19,19,0,0,5,4,23,115,46,129,0,80
1460012627,,0,1,0,2,0,0,9,0,0,0,46,110,19,19,0,0,5,4,23,115,45,129,0,79
1460012628,,0,1,0,2,0,0,9,0,0,0,45,109,19,18,0,0,5,4,24,115,45,129,0,79
1460012629,,0,1,0,2,0,0,9,0,0,0,45,110,19,18,0,0,5,3,23,115,44,130,0,79
1460012630,,0,1,0,2,0,0,9,0,0,0,46,110,19,19,0,0,5,3,23,115,44,130,0,79
1460012631,,0,1,0,2,0,0,9,0,0,0,45,110,19,19,0,0,5,3,23,115,45,130,0,79
1460012632,,0,1,0,1,0,0,9,0,0,0,45,110,19,18,0,0,5,3,23,115,45,130,0,78
1460012633,,0,1,0,2,0,0,9,0,0,0,45,110,19,18,0,0,5,4,24,114,45,130,0,78
1460012634,,0,1,0,2,0,0,9,0,0,0,45,110,19,19,0,0,5,4,23,114,45,129,0,78
1460012635,,0,1,0,2,0,0,9,0,0,0,45,110,19,19,0,0,5,3,23,114,45,130,0,80
1460012636,,0,1,0,2,0,0,9,0,0,0,46,110,19,19,0,0,5,4,23,114,44,129,0,81
1460012637,,0,1,0,2,0,0,9,0,0,0,46,110,19,19,0,0,5,3,24,114,45,129,0,79
1460012638,615,0,1,0,2,0,0,9,0,0,0,45,110,19,19,0,0,5,4,23,114,44,130,0,79
1460012639,,0,1,0,2,0,0,9,0,0,0,45,110,19,19,0,0,5,3,23,114,45,130,0,79
1460012640,,0,1,0,2,0,0,9,0,0,0,45,110,19,19,0,0,5,4,23,114,44,130,0,78
1460012641,,0,1,0,2,0,0,9,0,0,0,45,110,19,18,0,0,5,3,23,114,44,130,0,77
1460012642,,0,1,0,2,0,0,9,0,0,0,46,110,19,19,0,0,5,4,23,114,45,129,0,79
1460012643,,0,1,0,2,0,0,9,0,0,0,46,100,19,19,0,0,5,3,24,114,46,130,0,80
1460012644,,0,1,0,2,0,0,9,0,0,0,45,99,19,19,0,0,5,4,23,114,46,130,0,77
1460012645,,0,1,0,2,0,0,9,0,0,0,45,99,19,19,0,0,5,4,23,114,45,130,0,77
1460012646,,0,1,0,2,0,0,9,0,0,0,45,100,19,19,0,0,5,3,23,114,46,130,0,78
1460012647,,0,1,0,2,0,0,9,0,0,0,45,99,19,19,0,0,5,4,23,113,45,129,0,79
1460012648,,0,1,0,2,0,0,9,0,0,0,45,99,19,18,0,0,5,4,23,113,46,130,0,80
1460012649,,0,1,0,2,0,0,9,0,0,0,46,99,19,18,0,0,5,3,24,113,45,130,0,78
1460012650,,0,1,0,2,0,0,9,0,0,0,45,110,19,18,0,0,5,4,23,113,44,130,0,79
1460012651,,0,1,0,2,0,0,9,0,0,0,45,109,19,18,0,0,5,4,24,113,44,130,0,78
1460012652,,0,1,0,2,0,0,9,0,0,0,45,110,19,19,0,0,5,3,23,113,44,129,0,79
1460012653,613,0,1,0,2,0,0,9,0,0,0,45,110,19,19,0,0,5,3,23,113,45,130,0,78
1460012654,,0,1,0,2,0,0,10,0,0,0,46,110,19,19,0,0,5,3,23,113,46,130,0,81
