unix_ts,mains,sub1,sub2,sub3,sub4,sub5,sub6,sub7,sub8,sub9,sub10,sub11,sub12,sub13,sub14,sub15,sub16,sub17,sub18,sub19,sub20,sub21
1505286050,,79,32,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286051,,78,31,0,0,1,15,4,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286052,,78,31,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286053,113,77,31,0,0,1,22,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286054,,77,31,0,0,1,22,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286055,,76,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286056,,75,31,0,0,1,24,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286057,,78,32,0,0,1,24,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286058,,72,32,0,0,1,24,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286059,,70,32,0,0,1,23,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286060,,70,32,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286061,113,69,31,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286062,,75,31,0,0,1,21,5,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286063,,75,31,0,0,1,18,5,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286064,,79,32,0,0,1,16,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286065,,78,32,0,0,1,15,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286066,,78,32,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286067,,78,32,0,0,1,18,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286068,,77,31,0,0,1,21,5,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286069,112,77,31,0,0,1,21,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286070,,77,32,0,0,1,24,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286071,,76,32,0,0,0,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286072,,74,32,0,0,1,24,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286073,,72,32,0,0,1,23,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286074,,70,31,0,0,1,24,4,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286075,,70,32,0,0,1,23,5,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286076,,72,31,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286077,113,71,31,0,0,1,20,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286078,,75,31,0,0,1,19,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286079,,79,32,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286080,,78,31,0,0,1,16,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286081,,79,31,0,0,1,15,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286082,,78,32,0,0,0,18,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286083,,78,31,0,0,1,22,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286084,,78,31,0,0,1,24,5,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286085,,77,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286086,112,76,31,0,0,1,24,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286087,,73,31,0,0,1,24,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286088,,72,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286089,,70,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286090,,70,31,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286091,,70,32,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286092,,72,31,0,0,1,21,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286093,,74,31,0,0,1,19,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286094,113,77,31,0,0,1,17,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286095,,78,32,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286096,,79,32,0,0,1,15,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286097,,78,32,0,0,1,17,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286098,,78,31,0,0,1,20,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286099,,80,32,0,0,1,22,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286100,,78,32,0,0,1,25,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286101,,77,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286102,,74,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286103,,71,32,0,0,1,24,4,15,2,3,4,41,1,1,0,0,4,1,0,0,0
1505286104,,70,32,0,0,1,23,4,14,2,3,4,40,1,1,0,0,4,1,0,0,0
1505286105,,70,32,0,0,1,23,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286106,112,72,32,0,0,1,23,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286107,,72,31,0,0,1,22,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286108,,76,31,0,0,1,21,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286109,113,77,32,0,0,1,18,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286110,,79,31,0,0,1,16,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286111,,78,31,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286112,,79,31,0,0,1,17,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286113,,78,32,0,0,1,18,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286114,,77,31,0,0,1,22,4,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286115,,77,32,0,0,1,25,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286116,,76,31,0,0,1,25,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286117,,76,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286118,112,73,32,0,0,1,25,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286119,,69,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286120,,73,31,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286121,,70,32,0,0,0,22,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286122,,72,31,0,0,1,22,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286123,,75,32,0,0,1,22,4,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286124,,78,32,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286125,113,77,31,0,0,1,15,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286126,,77,32,0,0,1,16,4,15,2,2,4,43,1,1,0,0,4,1,0,0,0
1505286127,,78,32,0,0,1,18,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286128,,78,31,0,0,1,19,5,14,2,3,4,40,1,1,0,0,4,1,0,0,0
1505286129,,78,32,0,0,1,23,4,15,2,2,4,43,1,1,0,0,4,1,0,0,0
1505286130,,78,32,0,0,1,25,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286131,,77,32,0,0,1,24,4,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286132,,78,31,0,0,1,24,4,15,2,2,4,43,1,1,0,0,4,1,0,0,0
1505286133,114,71,32,0,0,0,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286134,,70,31,0,0,0,23,5,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286135,,70,31,0,0,1,23,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286136,,73,32,0,0,1,22,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286137,,75,32,0,0,1,19,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286138,,77,32,0,0,1,19,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286139,,79,32,0,0,1,16,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286140,,78,31,0,0,1,15,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286141,113,78,32,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286142,,78,33,0,0,1,19,5,15,2,2,4,40,1,1,0,0,4,1,0,0,3
1505286143,,78,32,0,0,1,21,4,15,2,3,4,40,1,1,0,0,4,1,0,0,0
1505286144,,77,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,1
1505286145,,78,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286146,,74,31,0,0,1,24,5,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286147,,73,32,0,0,1,23,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286148,,70,32,0,0,1,23,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286149,113,69,32,0,0,1,24,5,16,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286150,,71,32,0,0,1,23,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286151,,77,32,0,0,1,19,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286152,,77,32,0,0,1,21,5,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286153,,78,32,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,1
1505286154,,79,32,0,0,1,17,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286155,,78,32,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286156,,81,32,0,0,1,18,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286157,113,78,34,0,0,1,21,5,15,2,2,4,41,1,1,0,0,4,1,0,0,1
1505286158,,77,33,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,1
1505286159,,76,33,0,0,1,25,4,15,2,2,4,41,1,1,0,0,4,1,0,0,1
1505286160,,77,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286161,,72,34,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,1
1505286162,,71,33,0,0,1,24,4,15,2,2,4,42,1,1,0,0,4,1,0,0,2
1505286163,,70,35,0,0,1,23,4,15,2,2,4,41,1,1,0,0,4,1,0,0,3
1505286164,,71,35,0,0,1,21,4,15,2,2,4,41,1,1,0,0,4,1,0,0,3
1505286165,117,74,38,0,0,1,20,4,15,2,2,4,41,1,1,0,0,4,1,0,0,6
1505286166,,77,38,0,0,0,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,5
1505286167,,78,33,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,1
1505286168,,78,31,0,0,1,16,4,15,2,3,4,40,1,1,0,0,4,1,0,0,0
1505286169,,79,32,0,0,1,17,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286170,,78,32,0,0,1,18,4,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286171,,79,32,0,0,1,22,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286172,113,78,32,0,0,1,22,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286173,,77,32,0,0,0,24,4,15,2,3,4,41,1,1,0,0,4,1,0,0,0
1505286174,,75,33,0,0,1,26,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286175,,73,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286176,,72,31,0,0,1,24,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286177,,71,34,0,0,1,23,4,15,2,2,4,41,1,1,0,0,4,1,0,0,3
1505286178,,69,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,1
1505286179,,70,32,0,0,1,22,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286180,113,73,33,0,0,1,20,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286181,,76,32,0,0,1,17,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286182,,79,31,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286183,,79,31,0,0,1,15,4,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286184,,79,31,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286185,,78,31,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286186,,77,31,0,0,1,22,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286187,,77,32,0,0,1,23,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286188,,77,32,0,0,1,23,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286189,113,75,33,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286190,,74,32,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286191,,70,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286192,,71,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286193,,70,32,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286194,,72,31,0,0,1,21,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286195,,74,32,0,0,1,21,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286196,,77,32,0,0,1,18,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286197,113,78,31,0,0,1,16,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286198,,80,32,0,0,1,16,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286199,,78,32,0,0,1,16,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286200,,78,31,0,0,1,19,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286201,,79,31,0,0,1,22,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286202,,78,32,0,0,1,24,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286203,,77,31,0,0,0,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286204,,75,32,0,0,1,24,5,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286205,112,72,34,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,1
1505286206,,70,31,0,0,1,24,5,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286207,,71,33,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286208,,70,34,0,0,1,24,5,15,2,2,4,43,1,1,0,0,4,1,0,0,2
1505286209,,72,33,0,0,1,22,5,15,2,2,4,41,1,1,0,0,4,1,0,0,1
1505286210,,75,33,0,0,1,20,4,15,2,2,4,43,1,1,0,0,4,1,0,0,1
1505286211,,78,33,0,0,1,19,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286212,,78,33,0,0,1,17,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286213,113,80,32,0,0,1,16,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286214,,74,33,0,0,1,16,5,15,2,2,4,36,1,1,0,0,4,1,0,0,0
1505286215,,74,33,0,0,1,19,4,15,2,2,4,36,1,1,0,0,4,1,0,0,1
1505286216,,74,33,0,0,1,22,5,15,2,2,4,38,1,1,0,0,4,1,0,0,0
1505286217,,72,33,0,0,1,23,4,15,2,2,4,36,1,1,0,0,4,1,0,0,1
1505286218,,72,31,0,0,1,24,4,14,2,2,4,36,1,1,0,0,4,1,0,0,0
1505286219,,70,33,0,0,1,24,4,15,2,2,4,36,1,1,0,0,4,1,0,0,1
1505286220,,68,32,0,0,1,25,4,15,2,2,4,37,1,1,0,0,4,1,0,0,0
1505286221,,66,32,0,0,1,24,4,15,2,2,4,36,1,1,0,0,4,1,0,0,0
1505286222,,65,32,0,0,1,24,4,15,2,2,4,36,1,1,0,0,4,1,0,0,0
1505286223,,65,31,0,0,1,23,5,15,2,2,4,36,1,1,0,0,4,1,0,0,0
1505286224,,81,32,0,0,1,21,4,15,2,2,4,47,1,1,0,0,4,1,0,0,0
1505286225,114,82,31,0,0,1,21,5,15,2,2,4,47,1,1,0,0,4,1,0,0,0
1505286226,,84,31,0,0,1,16,4,15,2,2,4,46,1,1,0,0,4,1,0,0,0
1505286227,,83,31,0,0,1,16,5,15,2,2,4,45,1,1,0,0,4,1,0,0,0
1505286228,,84,32,0,0,1,18,4,15,2,2,4,46,1,1,0,0,4,1,0,0,0
1505286229,,82,32,0,0,1,17,4,15,2,2,4,45,1,1,0,0,4,1,0,0,0
1505286230,118,82,31,0,0,1,21,5,14,2,2,4,44,1,1,0,0,5,1,0,0,0
1505286231,,80,32,0,0,1,23,4,15,2,2,4,44,1,1,0,0,5,1,0,0,0
1505286232,,79,31,0,0,1,24,4,15,2,2,4,44,1,1,0,0,4,1,0,0,0
1505286233,,77,32,0,0,1,24,4,15,2,2,4,42,1,1,0,0,5,1,0,0,0
1505286234,,75,31,0,0,1,23,4,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286235,,70,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286236,,72,31,0,0,1,23,4,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286237,113,71,31,0,0,1,22,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286238,,71,31,0,0,1,21,4,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286239,,75,32,0,0,1,18,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286240,,78,32,0,0,1,16,4,15,2,3,4,40,1,1,0,0,4,1,0,0,0
1505286241,,79,32,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286242,,78,31,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286243,,78,32,0,0,1,17,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286244,,79,31,0,0,1,20,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286245,,79,31,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286246,113,79,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286247,,76,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286248,,74,31,0,0,1,23,4,14,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286249,,72,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286250,,69,32,0,0,1,23,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286251,,70,31,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286252,,70,32,0,0,1,24,4,15,2,2,4,42,1,1,0,0,4,1,0,0,0
1505286253,,72,32,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286254,,77,32,0,0,1,20,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286255,113,79,32,0,0,1,19,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286256,,78,32,0,0,1,17,4,15,2,2,4,43,1,1,0,0,4,1,0,0,0
1505286257,,78,31,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286258,,80,31,0,0,1,16,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286259,,78,32,0,0,1,19,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286260,,78,31,0,0,1,22,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286261,113,78,31,0,0,0,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286262,,78,32,0,0,1,24,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286263,,75,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286264,,73,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286265,,70,32,0,0,1,25,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286266,,70,31,0,0,1,24,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286267,,70,32,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286268,,72,31,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286269,113,75,31,0,0,1,20,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286270,,77,32,0,0,1,20,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286271,,79,32,0,0,1,17,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286272,,78,31,0,0,1,16,4,14,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286273,,78,32,0,0,1,16,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286274,,79,31,0,0,1,18,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286275,,79,32,0,0,1,19,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286276,,77,32,0,0,1,23,4,15,2,2,4,43,1,1,0,0,4,1,0,0,0
1505286277,,77,32,0,0,1,25,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286278,113,75,31,0,0,1,24,4,14,2,3,4,41,1,1,0,0,4,1,0,0,0
1505286279,,74,32,0,0,1,23,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286280,,72,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286281,,70,32,0,0,1,24,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286282,,70,32,0,0,1,23,4,15,2,2,4,40,1,1,0,0,4,1,0,0,0
1505286283,,70,32,0,0,1,23,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286284,112,72,32,0,0,1,21,5,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286285,,75,32,0,0,1,18,4,15,2,2,4,41,1,1,0,0,4,1,0,0,0
1505286286,,78,31,0,0,1,17,5,15,2,2,4,40,1,1,0,0,4,1,0,0,0
